Control_1 Control_2 Control_3 Control_4 dazl_1 dazl_2 dazl_3 dazl_4
ENSDARG00000055973 0.283573 0.227309 0.0637096 0.107903 0.268448 0.289775 0.52575 0.925485
ENSDARG00000055974 2.28458 2.28099 4.57633 4.01679 4.9954 3.79095 4.10899 4.22197
ENSDARG00000055976 12.564626 11.3995423 13.062814 10.7254057 13.497662 14.073527 12.815986 11.836625
ENSDARG00000055986 0.446283 0.249233 0 0.0807424 0 0 0.118726 0.100577
ENSDARG00000055989 5.51485 5.51232 5.75464 5.0674 6.91337 6.833 6.21845 6.32372
ENSDARG00000055991 12.262632 16.7974 16.829461 13.3363638 27.44037 21.060166 29.040232 25.350805
ENSDARG00000055994 0.0339008 0.0114402 0 0 0.0274028 0.0397962 0.0629709 0.0370623
ENSDARG00000055996 7176.89457 6261.17201 6512.1664 6971.65899 5330.874574 5308.6802 5256.51322 5434.39089
ENSDARG00000055999 0.4483237 0.3636885 0.5777307 0.2018483 0.458572 0.490902 0.479361 0.4076385
ENSDARG00000056000 0 0 0 0 0 0 0 0
ENSDARG00000056001 5.272613 4.835259 4.313648 3.333719 6.099709 6.04729 5.597669 4.552527
ENSDARG00000056004 0.508227 0.694092 0.877093 0.364427 0.854131 0.543307 0.603191 1.16615
ENSDARG00000056005 6.70847 6.37941 8.06175 6.60759 9.99231 10.5031 8.90246 11.4326
ENSDARG00000056006 0.0108033 0.0218883 0 0 0 0 0 0
ENSDARG00000056007 2.149907 2.745533 3.775532 3.177472 3.164913 4.3609 4.19744 3.07499
ENSDARG00000056008 108.146 168.439 200.549 219.797 253.336 275.603 201.765 180.323
ENSDARG00000056009 0 0.0121177 0 0 0 0 0 0
ENSDARG00000056012 1.84176 3.859077 4.636339 3.9558 3.8604 5.04802 5.22484 7.94461
ENSDARG00000056014 0 0 0 0 0 0 0 0
ENSDARG00000056015 2.37071 4.01053 7.84659 6.17799 6.24661 10.016 6.14467 3.85256
ENSDARG00000056018 0.700712 0.6713347 0.674125 0.5105329 0.8631247 0.8489528 1.2689623 1.0834105
ENSDARG00000056019 0.572899 0.497134 0.56626 0.484132 0.879343 1.023378 0.8460661 0.671782
ENSDARG00000056021 0.173695 0.276252 0.368859 0.257566 0.222498 0.762969 0 0.0931909
ENSDARG00000056023 21.5127 25.8156 37.514 27.487 40.1669 44.6602 32.1939 23.5704
ENSDARG00000056024 0.0520498 0.019489 0.04309 0.0545343 0.116892 0.15841 0.0993294 0.3312230128247
ENSDARG00000056026 1.4009 2.0707 4.78182 4.00083 3.79171 3.71335 3.45717 2.77034
ENSDARG00000056027 44.7289 40.7642 39.9889 38.9024 40.2298 45.0438 37.1552 33.3709
ENSDARG00000056028 5.29366 5.31102 6.47905 7.57045 5.34057 5.18679 5.74266 5.31446
ENSDARG00000056029 11.0021 10.2238 13.5313 9.99772 17.2807 17.4286 20.9311 15.5646
ENSDARG00000056030 26.48193 26.34274 34.011656 27.57932 31.500301 33.6873 31.943408 23.1413
ENSDARG00000056034 0.395278 0.578897 3.6819 1.54058 7.3831 7.52941 2.59333 0.866487
ENSDARG00000056036 0.3118623 0.4076111 0.555081 0.335495 0.608387 0.634152 0.5034492 0.400988
ENSDARG00000056037 0.298218 0.198067 0.218603 0.0486204 0.0499302 0.19337 0.106816 0.0698547
ENSDARG00000056045 0.416366 0.564268 0.585857 0.399136 0.837642 0.782759 0.814987 0.577378
ENSDARG00000056047 0.118009 0.0875166 0 0 0.930481 0.516611 0.253642 0.555479
ENSDARG00000056050 3.46067 3.65062 5.27028 3.5414 6.34272 6.65913 6.55719 6.35527
ENSDARG00000056057 0.060917 0.058926 0.186488 0.0711745 0.220056 0.497536 0.153494 0.0655628
ENSDARG00000056059 22.424563 22.2669418 24.676356 22.0523 39.017346 37.308052 31.313534 34.010629
ENSDARG00000056062 0.113787 0.0573781 0.0792154 0.0133802 0.0515693 0.0832078 0.0326863 0.128241
ENSDARG00000056065 0 0 0 0 0 0 0 0.0132516
ENSDARG00000056075 13.79119 15.62371 19.38732 17.04653 21.99513 22.65509 22.01745 20.17393
ENSDARG00000056077 0.0374959 0.113702 0 0 0 0.0293044 0 0.0282286
ENSDARG00000056078 16.63614 18.16332 14.58873 11.96353 17.23654 15.50561 19.86588 21.37579
ENSDARG00000056079 6.8613473 5.776534 5.8833385 5.8452887 8.666334 8.785699 8.295273 9.834817
ENSDARG00000056080 0.128847 0.144365 0.143505 0.0269321 0.311406 0.184234 0.213827 0.387196
ENSDARG00000056084 0.344491 0.367655 0.40591 0.291817 0.608921 0.32173 0.325307 0.33026
ENSDARG00000056085 29.6345 47.609 57.383 59.1881 89.9196 84.0267 69.6879 66.9771
ENSDARG00000056087 1.213903702 2.07803 3.70044 3.71716 1.55737 2.06218 2.02555 1.484927
ENSDARG00000056089 10.2751 11.048 14.2031 11.0535 16.9144 17.0113 16.262 19.2396
ENSDARG00000056090 88.482584 102.3112271 123.1449187 128.5570204 137.4250577 144.82 126.4952018 116.7049812
ENSDARG00000056091 0.6903705 0.518263801 1.520987110271 0.533742 4.63165 4.652263 2.094382 0.8309936
ENSDARG00000056092 1.49873 1.0561 1.06815 1.1165 1.90681 1.80545 1.67282 1.65086
ENSDARG00000056099 36.12528 41.489079 37.93345 49.35456 42.16493 44.476013 50.03717 59.17395
ENSDARG00000056101 0.108612 0.0766937 0.121689 0.0342908 0.42943 0.54337 0.188293 0.1087188
ENSDARG00000056102 8.33326 8.78478 9.30998 9.80051 15.2215 13.596 11.5912 11.4224
ENSDARG00000056105 0.591246 0.509326 1.53833 0.823466 1.91343 2.54197 1.04502 0.626349
ENSDARG00000056108 25.8625 26.2314 41.6793 42.0604 30.4362 30.3278 37.474 27.0436
ENSDARG00000056111 2.54365 2.72928 3.31257 2.75888 4.93513 6.51795 3.6771 3.24267
ENSDARG00000056112 14.1952841 13.9183842 10.4169265 9.5279774 9.2362985 9.298858 14.1506561 12.8448243
ENSDARG00000056119 1265.06 1427.9068 1744.15 1853.05 1464.22 1460.28 1329.37 1272.0674
ENSDARG00000056121 1.38073 0.960628 1.25193 0.924679 1.34472 1.64679 1.69864 2.39673
ENSDARG00000056122 16.8387 21.211 21.3349 17.8618 33.0028 32.666 29.4226 25.6275
ENSDARG00000056125 3.29373 2.54306 2.69415 2.55137 3.19649 3.15249 4.26634 3.29923
ENSDARG00000056127 59.762972 71.883066 85.897878 77.702204 94.136113 99.026496 90.837068 108.22069
ENSDARG00000056128 3.004778 3.215379 3.758684 2.756604 6.191747 5.039266 5.657931 4.036586
ENSDARG00000056130 51.5472 51.5723 54.3914 53.8297 58.4334 55.4212 44.9697 42.6689
ENSDARG00000056133 0.708473 0.559449 1.341582 0.6663093 1.350718 1.736758 1.000296 0.6436683
ENSDARG00000056134 1.13918 1.97383 4.37103 3.97117 2.33797 3.04966 2.93091 2.62104
ENSDARG00000056138 106.38446 85.96141 84.07048 52.98802 85.29357 76.28857 81.95455 70.44086
ENSDARG00000056141 13.2032 12.5375 14.389529 13.2105292 20.0620056 20.4447 19.488 20.4655
ENSDARG00000056144 0.0250582 0.0996778 0 0.0464846 0.17955 0 0.0568928 0.0557868
ENSDARG00000056145 1.477632 0.873906 1.137933 0.633726 1.097928 1.327877 1.043466 1.022779
ENSDARG00000056150 14.1935 14.6297 17.0238 15.0454 18.8705 19.611 18.08 18.074
ENSDARG00000056151 16.6752 17.5724 17.8229 19.9591 16.4574 17.2928 13.309 10.9575
ENSDARG00000056152 17.4757 18.0201 25.4533 18.43 21.8394 25.2055 23.3541 27.4775
ENSDARG00000056154 0.0131819 0 0.00746485 0.012463 0 0.00791476 0 0.00749962
ENSDARG00000056156 1.02562 1.2485 1.22732 1.07324 1.42003 1.5414 1.69739 1.63834
ENSDARG00000056160 68.4560504 76.9025 74.214391 72.2732 140.5841 143.118 98.58335204 96.9205
ENSDARG00000056162 9.71687 11.0843 13.02263 10.47351 15.16461 11.30213 13.85097 14.81982
ENSDARG00000056163 0.220148 0.0659369 0.607717 0.205002 0.817731 0.689377 0.651983 0.737723
ENSDARG00000056165 0.879641 0.480727 2.24021 1.4293 5.02337 5.24656 3.47494 5.77569
ENSDARG00000056166 0.0307447 0.0860646 0 0.0283084 0.0729774 0.0967504 0 0.170017
ENSDARG00000056167 94.252548 161.0727659 226.99913 264.966631 361.234426 345.59642 246.10334 190.2796323
ENSDARG00000056175 8.22175 10.3352 11.3955 8.05051 13.6393 14.6384 12.3374 9.90087
ENSDARG00000056178 0 0 0.032733 0.0275651 0.0710495 0.0687582 0 0.0993189
ENSDARG00000056180 0 0 0 0 0 0 0 0
ENSDARG00000056181 4.3065663 3.3983923 6.75236 3.916971 18.419384 17.723242 9.56525 4.75930000383696
ENSDARG00000056184 8.61276 9.49167 11.6696 8.55088 15.4636 15.4092 15.1623 16.487
ENSDARG00000056186 285.511674 351.645031 383.655495 348.38116 533.47351 511.830401 487.042042 455.92265
ENSDARG00000056191 0.774715 1.0619413 1.1220176 0.701589 1.0139187 1.2124216 1.26801 0.9913261
ENSDARG00000056193 8.27161 7.46487 11.807 11.7816 14.3738 13.838 11.4374 10.1465
ENSDARG00000056196 3.79924 3.95206 5.27736 3.6158 6.72185 5.88626 6.50415 5.25026
ENSDARG00000056200 0.885988 0.908594 1.00278 0.57787 0.494521 0.586526 0.528968 0.518895
ENSDARG00000056203 0.0686243 0 0.233047 0.723629 0.337058 0.571239 0.641058 1.1008
ENSDARG00000056204 5.063454 5.462093 5.676382 4.318721 8.209673 7.759195 6.781011 6.627102
ENSDARG00000056206 21.422093 19.8195 20.22659 15.3939123 21.670402 21.558931 22.1484141 18.0695
ENSDARG00000056209 1.68937 2.18754 2.37731 2.20766 2.63367 2.66141 2.41478 1.23804
ENSDARG00000056210 1.17355 0.641754 1.40182 0.984387 1.29881 1.43939 1.68979 1.06777
ENSDARG00000056211 0.921978 1.21523 1.060541 0.189439 1.465155 2.168969 0.60511 0.90571
ENSDARG00000056213 7.126644 8.307037 8.99854 7.59022 10.0117 8.988674 12.43283 11.965936
ENSDARG00000056214 0 0.934173 1.70972 1.59271 0.206377 0.121626 0.844586 1.03802
ENSDARG00000056218 9.184069 6.5104497 7.296271 4.43944 7.005105 6.650128 7.050934 7.4187526
ENSDARG00000056226 0.0789725 0.0132926 0.0733923 0.0247982 0.254814 0.0616734 0.194741 0.0445565
ENSDARG00000056228 3.69807 3.68846 4.54194 3.5686 4.67386 5.70946 3.68581 2.89282
ENSDARG00000056230 0 0.0705342 0 0 0.0991526 0 0.040335 0.0790779
ENSDARG00000056233 7.2576135 9.254951 11.7396585 11.2478 13.940136 14.4265852 13.2766 13.0895
ENSDARG00000056235 50.69908 58.823674 64.670058 66.026115 73.402332 73.184419 67.017501 69.640678
ENSDARG00000056239 10.173387 12.5151 20.9881 17.0547 16.7261 16.4476 18.434466 15.6882
ENSDARG00000056244 0.842759 0.375456 0.651567 0.2555869 1.697417 1.25977 0.761784 1.141932
ENSDARG00000056247 2.21159 2.18667 4.24827 4.23138 2.78241 3.51631 1.90802 1.36064
ENSDARG00000056248 0.767744 0.788634 0.808767 1.510650751416 1.02939000074763 0.73517 0.68495300497551 0.46388600399687
ENSDARG00000056250 0.11574 0.0702782 0.258611 0.0339404 0.312715 0.271649 0.377582 1.80994
ENSDARG00000056252 5.08545 5.82497 9.72975 6.90029 10.5134 11.0117 9.97375 8.61278
ENSDARG00000056258 19.607671 17.4203142 17.4209338 15.2124776 26.372071 26.8071742 25.427986 31.2752857
ENSDARG00000056259 10.5505 9.15117 9.49698 6.82441 11.410951 11.1386 12.838771 14.670992
ENSDARG00000056262 0.514008 0.661959 1.07007 1.08058 1.13266 1.37076 1.10384 0.686637
ENSDARG00000056267 8.1531964 6.1800592 6.8530331 5.60168 8.6263763 9.2611024 9.41268 8.8565734
ENSDARG00000056268 4.33647 3.68934 3.91134 3.76046 4.85825 5.5536 5.3426 6.49615
ENSDARG00000056270 18.507292 19.163197 21.378426 21.1658173 19.15676 20.861598 20.211838 20.071431
ENSDARG00000056277 0 0 0 0.0383191 0 0 0.0234299 0
ENSDARG00000056279 1.144013 0.987517 1.76646 1.07682 1.816597 1.452123 1.679605 1.662998
ENSDARG00000056281 3.459943 5.0389 4.29875 4.51634 6.10675 5.78051 4.80295 5.08955
ENSDARG00000056284 0.112236 0.0447964 0.0247742 0.104456 0.0806514 0.0520428 0.127783 0.0501229
ENSDARG00000056292 4.09116 3.196819 3.19262 3.213501 2.8781103 3.609207 3.38715 2.284786
ENSDARG00000056294 0 0.0896671 0.297601725 0.204835 1.47984 0.833378 0.644395 0.245804
ENSDARG00000056307 78.646715 83.70147 108.913542 97.664264 120.038971 126.472318 108.712281 110.87576
ENSDARG00000056314 3.67981828 5.1590930036 5.7095709076 3.5800700249 5.8385633 6.44188683 5.909490397776 4.9400261
ENSDARG00000056318 55.741556 58.124563 74.636171 54.081652 56.423544 48.974957 65.829566 60.107714
ENSDARG00000056322 31.934631 32.8119982 43.4218747 40.0631135 48.2732016 59.1943367 31.35086724 21.6411584
ENSDARG00000056324 2.148901 4.212571 5.654886 3.891023 7.917475 5.43718 8.767163 8.131349
ENSDARG00000056328 1.40873 1.49661 4.703744 2.306466 7.75365 9.33878 5.45126 5.02878
ENSDARG00000056330 0.0461966 0.115142 0.127371 0.0644366 0.110575 0.0267565 0.105115 0
ENSDARG00000056331 3.98172 5.86993 6.62334 5.26982 7.83618 8.93879 7.63032 6.02536
ENSDARG00000056334 2.02767 1.51635 1.84257 0.811359 1.7963 1.98904 2.88172 2.32866
ENSDARG00000056338 42.023607 37.8750642 49.108401 42.428878 56.098322 56.388806 63.680576 68.337918
ENSDARG00000056339 0.451612 0.429692 0.392642 0.303488 0.374548 0.291562 1.1662 2.52805
ENSDARG00000056346 1.35837 1.19422 1.62595 1.2404 1.19626 0.981587 1.42662 2.45863
ENSDARG00000056347 2.19319 2.496147 3.465516 2.764295 3.694506 3.983496 4.075895 4.294213
ENSDARG00000056367 5.68078 3.58992 4.75802 3.68933 7.37313 6.84851 6.72486 7.28702
ENSDARG00000056369 12.246018 23.852234 22.55766 22.1506 18.21549 18.56043 18.6080454504 17.49621
ENSDARG00000056374 0.445059 0.687493 0.525572 0.493295 0.997912 0.782092 0.99396 0.709057
ENSDARG00000056376 8.58812 8.11884 20.0901 11.5526 23.8598 22.2966 6.04138 3.40752
ENSDARG00000056378 22.9112 26.5412 38.894161 37.9518059 38.2536 37.325118 40.0037 42.5350315
ENSDARG00000056379 10.8361 19.2702 18.3965 23.1791 20.2016 22.4272 14.1744 13.9095
ENSDARG00000056381 2.619 3.604892 4.07527 3.514237 6.45288 6.66008 5.07937 6.55748
ENSDARG00000056386 0.68371 0.3414694 0.534047 0.213355 0.2181114 0.235611 0.324029 0.724697
ENSDARG00000056387 0.463564 0.368757 0.4163521 0.236815 0.696887 0.676137 0.829413 1.3214886
ENSDARG00000056394 3.77263 3.56164 3.69048 2.87181 4.78836 5.05282 4.64369 4.46659
ENSDARG00000056395 0.314318 0.0916059 0.477963 0 1.81273 1.43099 0.261128 0.19933
ENSDARG00000056396 1.81045 2.2396 2.67962 2.47258 3.59362 3.4783 3.8595 5.29344
ENSDARG00000056400 9.41676 10.1835 9.39807 9.95561 16.3833 14.1769 13.9998 11.8531
ENSDARG00000056407 0.229135 0.246903 0.345547 0.245654 0.374933 0.305648 0.281412 0.736016
ENSDARG00000056410 16.179568 18.473986 25.71202 22.960429 29.843158 28.707139 28.681521 39.239406
ENSDARG00000056414 23.48901 23.744529 28.702334 24.7844044 41.5025 38.7562 37.327857 39.677
ENSDARG00000056427 15.61652473 14.2420505 15.497773 12.69871869 18.1500824 19.3506272 20.7554299 17.5835637
ENSDARG00000056438 79.99651 83.709306 101.50976 96.45555 110.500006 115.01503 95.2375 78.36611
ENSDARG00000056439 0 0 0.0402075 0 0.0872562 0.105582 0.0622153 0
ENSDARG00000056443 14.141273 7.734258 10.855709 9.163891 12.5265018 15.233826 15.479769 12.312951
ENSDARG00000056450 1.64824 1.57682 1.7488 1.1843 1.90564 2.08418 1.79458 1.59673
ENSDARG00000056453 3.01971 2.96826 2.88589 3.39509 4.06351 3.599945 4.23698 3.51568
ENSDARG00000056458 2.69059 3.577572 2.81615 3.06866 2.08711 2.16517 3.271 3.26617
ENSDARG00000056462 0.318137 0.737485 0.988274 2.245588 3.088301 0.542679 3.95056 19.19263
ENSDARG00000056464 10.9322 15.0244 26.2624 24.9884 32.093 38.1658 17.457 12.5756
ENSDARG00000056467 1.09638 0.716454 2.22033 0.470081 5.10011 5.09025 2.6361 1.79797
ENSDARG00000056468 1.25978 0.872434 0.623802 0.606337 1.1281 0.523408 1.13099 1.37699
ENSDARG00000056473 21.2632 20.7316 19.6959 17.6116 32.8012 30.0766 26.9841 32.1746
ENSDARG00000056475 163.328607 117.798146 119.937109 78.140765 99.219538 92.183605 113.993158 103.700918
ENSDARG00000056477 1.832396 1.213777 1.499009 1.376274 1.64626 1.189215 2.118674 2.615656
ENSDARG00000056478 0.429478 0.198541 0.700893 0.303735 1.43523 1.29764 0.659854 0.283714
ENSDARG00000056479 6.88789 6.70808 7.61873 7.64131 7.31329 8.51087 8.02502 8.68869
ENSDARG00000056480 12.628255 16.431175 18.01064 14.867904 22.899645 23.1561549 21.2840853 22.470703
ENSDARG00000056481 2.20889 1.93292 5.94996 2.89697 14.7134 13.9003 9.59939 5.85744
ENSDARG00000056483 57.10087 59.20581 68.62253 56.51769 88.50783 83.53432 85.25918 76.5065
ENSDARG00000056490 8.672737 6.81824 11.91649 6.059512 20.147046 18.4423 17.01681 13.14185
ENSDARG00000056491 4.730402 4.65414332899 5.116544 4.3840876 7.007167 6.267849 6.590762 7.9884788
ENSDARG00000056498 0 0 0.0459893 0 0 0 0.0474419 0.0929947
ENSDARG00000056499 25.197546 23.664718 28.92045 25.531721 20.648114 22.285065 21.0694965 17.8223857
ENSDARG00000056501 0 0 0 0 0 0 0.0350371 0.0356963
ENSDARG00000056502 0.424828 0.184479 0.175024 0.0491602 0.918048 0.520852 0.240736 0.0885175
ENSDARG00000056504 32.4888767 19.5020425 34.99470590271 29.2036901 38.837518 40.037639 38.3455021 37.24755
ENSDARG00000056506 0 0.0944542 0 0 0 0 0 0
ENSDARG00000056509 13.527565 15.3242075 12.0668282 10.624709 8.516043 8.871102 11.184093 17.456065
ENSDARG00000056510 1.399925 3.154348 4.255642 5.621213 5.560393 5.7074535 4.78728 3.864019
ENSDARG00000056511 0.0840854 0.202838 0.343714 0.390326 0.0771531 0.0784745 0.0691939 0.207866
ENSDARG00000056515 6.85197 7.94086 9.67318 7.30216 10.2655 9.49484 10.4145 15.7265
ENSDARG00000056517 18.0163 19.9539 23.2768 21.5023 34.3008 34.6651 29.2565 37.2567
ENSDARG00000056519 3.7602149 4.29438 3.87815 3.25406 6.1937028 6.10235 5.7764 4.89212
ENSDARG00000056525 7.7155941 8.8412 14.7147 9.69858 16.8139818 18.0370196 14.8770835 11.4338
ENSDARG00000056530 7.811035 7.348148 10.422539 6.647949 8.688106 9.694323 8.395497 6.5981142
ENSDARG00000056531 79.884196 106.492 136.8728197 127.719 170.08711 176.554072 148.036957 126.148
ENSDARG00000056532 8.76648 9.3663 15.5263 13.4135 14.6611 16.1211 14.1902 18.8645
ENSDARG00000056535 1.17274 1.13374 1.6279 1.0809 2.0355 1.59409 1.32823 1.33093
ENSDARG00000056541 0.283948 0.121766 0.628283 0.586806 0.633061 0.707058 0.439796 0.408601
ENSDARG00000056549 14.3691459 15.255822 16.785304 13.8347214 20.812023 20.810968 19.307056 18.375788
ENSDARG00000056550 4.154653 4.899843 5.471173 4.124901 6.037685 6.399219 5.74318 6.368106
ENSDARG00000056551 0.048676 0.0163209 0.0540972 0.0456706 0.0195658 0.0378819 0.148813 0.182443
ENSDARG00000056554 0.8153723 0.645632800238752 1.31871 0.810528 3.018856 3.492299 2.0165407 1.243589
ENSDARG00000056557 16.6789 22.1789 29.867 26.3331 40.7321 38.1198 33.706 31.7121
ENSDARG00000056559 7.45122 6.70428 11.4342 9.3482 16.1481 17.0937 12.8182 10.9978
ENSDARG00000056561 1.17144 1.60345 2.25028 1.7065 1.99785 3.22308 3.02476 11.1525
ENSDARG00000056566 0.696302 1.040412 0.599785 1.219755 1.13349 1.61998 0.990964 1.17746
ENSDARG00000056572 0 0.174014 0.165996 0.0405662 0.270268 0.261502 0.149489 0.341835
ENSDARG00000056582 6.01739 5.64934 5.12175 5.20831 4.72684 6.14445 5.39436 4.92789
ENSDARG00000056583 97.44333 125.237012 164.247071 166.0440114 166.14958 169.123748 140.975763 120.672598
ENSDARG00000056587 0.5029518 0.7013127 0.462767 0.390978 0.487317 0.729145 1.3065452 1.747571
ENSDARG00000056590 1.0704149 0.719206 1.7195290196 1.08817734536 1.93611 1.5057826 2.362096 1.5981313
ENSDARG00000056591 0 0 0.0538032 0 0.0145936 0 0 0.0136104
ENSDARG00000056594 24.4775 23.9599 31.3931 22.5355 32.2239 36.1678 27.6139 25.5921
ENSDARG00000056598 0.127261 0.41821 0.405338 0.244079 0.07609 0.207351 0.148581 0.0699505
ENSDARG00000056600 19.8205 21.4342 27.5886 23.5537 22.9248 23.6459 24.5849 23.0274
ENSDARG00000056601 4.24081 4.75188 5.0716877 3.73259 4.2885763 4.78706 5.355037 6.3746388
ENSDARG00000056603 0 0 0 0.00783676 0.0100556 0.0292091 0.0382451 0.0187594
ENSDARG00000056605 1.56556 1.92011 2.17123 1.51499 2.13529 2.02116 2.1669 2.28654
ENSDARG00000056609 1.47595 1.33096635 5.75965 2.72199 10.7066 10.8784 6.44777 4.23255
ENSDARG00000056615 1.539241 1.141382 1.834891 1.137537 2.134333 2.205112 2.016196 1.734796
ENSDARG00000056616 0.376126 0 0 0 0.301516 0 0.0373685 0.0674656
ENSDARG00000056617 0.1816351989 0.1362718206 0.1622869099 0.1118658104 0.246189 0.233615668 0.173606985 0.0790789311
ENSDARG00000056618 0.155563 0.203987 0.722909 0.444845 1.10416 1.16097 0.752089 1.01034
ENSDARG00000056619 6.8598 5.60731 5.1892 3.777903 7.28277 6.68642 7.22102 5.909770607
ENSDARG00000056620 0 0 0.159824 0.0449103 0.289065 0.13989 0.0274786 0
ENSDARG00000056621 65.408568 55.6383429 58.972373 47.881381 84.314276 78.9873540693695 85.809259 94.9944514
ENSDARG00000056623 8.17664 6.819393 10.76629 6.89595 18.63611 18.10656 15.03468 15.34551
ENSDARG00000056624 4.557234 2.780841 4.489157 3.74398 6.77132 5.38499 6.635289 3.90029
ENSDARG00000056625 0.0309835 0 0 0.0102628 0 0 0.0501094 0
ENSDARG00000056627 44.8832 47.1117 61.7913 51.882 56.851 52.2522 61.7029 60.1284
ENSDARG00000056628 3.66261 3.96699 5.8286 4.23478 5.7195 5.37806 5.25554 6.44011
ENSDARG00000056630 2.268436 1.103161 0.865428 0.828421 1.457417 1.262689 2.155207 1.328294
ENSDARG00000056633 8.788648 9.142327 8.751673 6.8139015 7.944029 9.6886297 9.165931 7.7533034264293
ENSDARG00000056638 2.77899 3.63146 5.666332 4.86092 5.67691 5.65283 5.444036 3.83759
ENSDARG00000056639 1.93396 1.83116 1.12056 1.30908 1.6453 1.60546 1.91533 1.93423
ENSDARG00000056640 13.6549 19.9114 22.3128 19.6531 28.7835 30.9072 33.6717 32.4471
ENSDARG00000056642 2.5248283 3.202669 3.662427 3.0822727 4.5328982574 4.961481 3.339303 2.5887583
ENSDARG00000056643 0.669455 0.618146 0.81312 0.6304546 1.108553 1.319332 1.126159 0.828937
ENSDARG00000056647 3.06664 2.70839 3.25271 2.1409048 3.95746 3.60872 4.589067 3.78402
ENSDARG00000056648 23.231729 22.7210979 27.9783 23.60761 29.9537 29.789 32.189218 31.6472
ENSDARG00000056649 25.5306 23.1166 35.0745 32.9821 47.854 48.6682 38.0937 40.0418
ENSDARG00000056650 3.213181 2.387244 3.035342 3.206031 1.708917 2.47149 1.951209 1.521599
ENSDARG00000056651 0.301028 0.253288 0.324843 0.166219 0.512958 0.4676 0.530897 0.57593
ENSDARG00000056652 0.00868644 0 0.00964145 0 0 0 0 0.019509
ENSDARG00000056653 1.9168644 1.96748 2.8702876 2.896275 3.3007327 3.475085 3.3375626 3.533177
ENSDARG00000056654 0 0.0301829 0 0 0 0.035113 0 0.0338126
ENSDARG00000056656 5.121548 4.5150696 8.006418 5.642443 6.58419 6.91655 5.247127 5.249728
ENSDARG00000056659 1.18772 1.504466 1.650851 0.785937 2.084753 1.38113 1.601136 0.858867
ENSDARG00000056664 0.167779 0.161885 0.31476 0.157491 2.443965 2.53994 0.869317 0.933752
ENSDARG00000056665 6.39789 6.88182 12.1619 10.3257 20.10203 19.133849 12.570347 20.567816
ENSDARG00000056666 16.227632 12.686618 22.818176 14.394269 47.52698 47.18548 35.793887 21.769433
ENSDARG00000056672 5.5829 3.89714 6.1365 3.99778 6.91625 7.81021 5.92452 5.54637
ENSDARG00000056677 1.73437 2.2204 3.30003 3.028441 4.50392 3.74033 3.104798 3.070675
ENSDARG00000056678 6.31058 6.83702 9.34327 7.72932 11.1023 10.2067 10.9712 10.1331
ENSDARG00000056679 10.59434 6.2068 5.87514 4.094668 7.29913 5.932926 7.196565 6.81769
ENSDARG00000056680 3.875713 3.43491 4.0929721 3.6994977 3.61436 3.64673 3.20866 2.53779
ENSDARG00000056683 1.07034 0.959779 2.8952 1.40586 3.67738 4.58491 3.47629 3.93868
ENSDARG00000056690 3.0274007 2.320087 2.537888 1.4503021 2.922936 3.233872 2.893425 3.173383
ENSDARG00000056691 3.9787189 2.794878 4.16085977739 2.8988834 3.977125 4.973295576686 4.7593612 10.064286707124
ENSDARG00000056695 21.830711 21.300368 27.753271 23.308649 30.94429 29.523766 30.071123 35.939888
ENSDARG00000056704 2.292937 2.433622 3.861037 2.649233 5.550631 5.670391 3.719914 2.7146218
ENSDARG00000056713 2.92678 2.9248 3.43903 2.71784 4.79592 4.65753 5.09986 4.39048
ENSDARG00000056717 4.09002 4.183460265449 3.65002000183173 4.06565071829 6.14916 5.40098 5.40339 5.1055
ENSDARG00000056719 0.0221156 0.044793 0.11125 0.0104457 0.013411 0.0519374 0.127512 0.162604
ENSDARG00000056720 18.997571 15.6093 19.72113 17.2171342 28.742572 25.72336 20.5981 22.6469
ENSDARG00000056722 30.565202 40.2040808 49.854009 39.3926013 83.928017 83.19514 64.749251 57.784941
ENSDARG00000056723 0.81771 0.57874305 0.0943828 0.2790754 1.23828 0.967114 0 0.803636
ENSDARG00000056725 294.877093 298.672914 346.3135626 319.663294 430.989325 406.254452 450.315483 419.763679154006
ENSDARG00000056726 0.176478 0.210653 0.228096 0.239733 0.0778886 0.264911 0.0926104 0.0721918
ENSDARG00000056729 24.6013 25.509 40.2059 32.7524 27.9277 28.7637 23.8674 24.6301
ENSDARG00000056732 51.0063 46.5808 52.9019 43.7799 43.0942 39.1492 40.638 44.1732
ENSDARG00000056739 0.1162063 0.0577142 0.0891957 0.0323014 0.138247 0.0267694 0.0920105 0.0128936
ENSDARG00000056740 89.9556 85.5827 104.574 85.5028 133.856 132.175 122.28 108.796
ENSDARG00000056741 13.3414 12.4673 15.335 15.6075 24.5952 21.8713 21.1779 24.2871
ENSDARG00000056742 0.254573 0.18007 0.710101 0.299941 1.91069 1.59622 0.761812 0.58918
ENSDARG00000056743 29.1315 36.9207 39.3325 39.4963 49.5069 62.9123 32.4638 23.0527
ENSDARG00000056744 3.46162 3.18235 0.980061 0.923341 2.38282 0.741101 3.94182 3.03063
ENSDARG00000056745 2.51358 2.86608 3.54038 2.72581 4.78525 5.05252 5.008778 3.76346
ENSDARG00000056750 0.8650728 0.8374358 0.869109 0.585893 0.783469 0.97383 0.8524381 0.7009452
