Control_1 Control_2 Control_3 Control_4 dazl_1 dazl_2 dazl_3 dazl_4
ENSDARG00000030239 0.535373 0.395901 0.9784479 0.2749567 1.4753289 1.688767 0.815846 0.8798051
ENSDARG00000030241 31.5749 38.2444 51.8466 53.8428 68.2842 65.103 56.9767 50.899
ENSDARG00000030250 0.208866 0.484939 0.535776 0.452333 0.930137 0.825399 1.03168 3.1079
ENSDARG00000030251 0.845694 0.80024 2.06387 1.27131 4.431195 3.816196 1.4777 2.00766
ENSDARG00000030254 0 0.117458 0 0 0 0 0 0
ENSDARG00000030262 2.870398 2.89058 8.429398 5.904508 12.07452 15.22771 3.603772 1.583626
ENSDARG00000030263 0.218017 0.206293 0.30376 0.230911 0.313097 0.350977 0.2758589 0.3635824
ENSDARG00000030265 1.7533 1.7521896 2.197937 1.3725114 2.489786 2.80663 2.357339 2.002526
ENSDARG00000030267 5.183731 5.112548 10.925227 7.528762 13.35406 14.36856 10.219827 10.049231
ENSDARG00000030269 0.425959 0.195993 0.295369 0.23267 0.256396 0.351615 0.121878 0.159376
ENSDARG00000030270 283.75561 304.042779 371.75538 472.38186 398.223155 484.6511 290.39321 197.155808
ENSDARG00000030278 55.9774 58.3844 61.5871 63.5941 67.70262 68.26947 58.4032 57.0479
ENSDARG00000030289 4.59419 4.57825 5.56005 4.05744 6.60584 6.56712 6.29611 4.9184
ENSDARG00000030297 10.0494 8.76889 13.0505 8.37432 16.9628 16.7203 18.6346 16.0691
ENSDARG00000030307 1.18371 0.698872 1.1471582 0.624369 1.3646 1.29387 1.527307 0.92335
ENSDARG00000030311 0.43842 0.158696 0.3071462 0.0789814 0.190031 0.11222 0.2139571 0.153609
ENSDARG00000030326 6.18589 4.08643 10.1731 4.74163 12.6482 12.575 10.6868 6.2869
ENSDARG00000030335 5.89981 4.495093 6.35501 4.78036 8.85222 8.6052 9.13644 9.54757
ENSDARG00000030340 16.256107 18.233176 26.3619038285 17.260267 30.297910418599 29.44607 30.78183 26.484763
ENSDARG00000030347 0.0362352 0.221279 0.183127 0.0787344 0.260112 0.532857 0.470131 0.345845
ENSDARG00000030349 23.70002 19.7327737 30.570545 28.946665 17.2493363 13.726791 12.124569 9.740008
ENSDARG00000030350 0.420862 0.315941 1.621728 0.779614 2.18244 1.975481 0.914807 0.907369
ENSDARG00000030357 2.62488446 2.18815 2.463222 2.934686 3.299308 3.087010354 3.417489 4.0274049
ENSDARG00000030364 1.43037 1.55065 2.51724 1.82967 3.89032 4.41201 3.12509 2.50261
ENSDARG00000030367 73.6094 71.615 72.3743 60.9349 84.979 87.7607 94.8845 83.8788
ENSDARG00000030368 25.3504 22.2522769 22.2033 21.2459 31.8185183 29.7877 28.3624 32.371045
ENSDARG00000030376 0.36931 0.34878 0.3167 0.243327 0.354103 0.325781 0.449877 0.284561
ENSDARG00000030394 0 0 0 0 0 0 0 0
ENSDARG00000030402 39.1231 43.2419 44.59818 44.409279 52.387323 51.900849 55.869609 51.4915
ENSDARG00000030408 558.588 791.311 774.185 913.488 633.882 665.186 750.487 792.73
ENSDARG00000030411 10.8033 18.262 34.0601 34.7418 19.376 19.4487 11.2306 8.77983
ENSDARG00000030417 0.457875 0.290883 0.50655 0.176823 0.70638 0.784009 0.521366 0.242677
ENSDARG00000030440 45.604468 34.120382 70.68338 44.45313 48.38545 46.89667 46.45937 31.24806
ENSDARG00000030441 77.408 78.00314 95.0145 96.85595 129.47148 127.30735 107.88395 108.7903
ENSDARG00000030448 5.05166 4.23238 5.19584 3.83706 7.61893 6.43455 5.37108 6.575
ENSDARG00000030449 8.88478 7.48751 13.9487 9.28887 15.4102 16.683 14.269 12.2181
ENSDARG00000030463 4.339918 3.737755 4.211751 3.6887467 7.0241119 6.412493 5.938873 4.803717
ENSDARG00000030465 12.5729 12.3243 21.0324 16.6831 22.5096 22.7867 19.7122 17.2783
ENSDARG00000030472 0.19753 0.146291 0.374244 0.1644579 0.4461504779 0.54057300776206 0.241279 0.331453
ENSDARG00000030478 1.274142 0.853019 1.221497 1.01901 1.32531 1.67969 1.0111507 1.327495
ENSDARG00000030479 394.012672 384.217763 384.278037 393.65684 507.794459 494.640994 466.0418 461.939022
ENSDARG00000030490 4.9923 5.74011 5.68952 4.06219 9.61973 9.79971 8.65059 6.47494
ENSDARG00000030494 18.5747 23.0516 29.2575 26.9743 40.7386 43.9583 25.1022 18.1337
ENSDARG00000030508 0 0 0 0 0.962043 0 0 0.17312
ENSDARG00000030512 9.551168 6.247318 6.531178 5.043148 4.754525 4.546198 7.457803 5.671309
ENSDARG00000030514 10.9443826 9.2751781 11.205347 8.66163 9.381916 11.240506 8.863914 6.118551
ENSDARG00000030530 1.978 1.78167 1.66352 1.38508 2.05789 2.16326 2.06977 1.26687
ENSDARG00000030532 10.32837 9.55083 11.5358 7.839686 11.78775 11.59788 11.264353 10.6881400098956
ENSDARG00000030537 28.8413 33.2669971 51.188725 48.4172 79.628225 78.793852 52.9477 42.326852
ENSDARG00000030547 1.95768 2.07379 3.00123 2.60019 3.81876 4.08673 3.81257 2.94339
ENSDARG00000030560 12.44899 8.34159 16.66991 7.07896 20.902399 23.92434 18.70012 13.73582
ENSDARG00000030563 5.04701 3.45512 4.57023 3.74669 4.81608 5.47214 5.19953 5.61333
ENSDARG00000030573 9.77084 11.6073 13.1831 12.5088 16.2439 14.812 16.8774 13.5746
ENSDARG00000030583 48.8483 38.3208 44.2704 31.7641 47.8916 46.5451 47.338 44.8851
ENSDARG00000030588 0.1594334 0.4010364 0.5533929 0.2210831 0.4601533 0.613246 0.663578 0.59134
ENSDARG00000030591 9.22663 7.86802 7.61828 8.82087 9.46059 9.20227 11.0023 12.9953
ENSDARG00000030598 0.85877 0.490805 2.41244 0.8051 7.40645 5.91263 3.62679 1.62717
ENSDARG00000030602 6071.526744 6690.277199 6501.221384 7146.905968 5108.722032 5134.34117 5346.45767 5535.093671
ENSDARG00000030604 1.56122 1.2001 1.34926 0.8726 1.51059 1.29692 1.51817 1.55058
ENSDARG00000030608 3.49946 3.44299 4.13166 3.61636 5.1051 4.94339 5.86925 5.656047
ENSDARG00000030614 4.8588693 3.68795 4.1654075 2.78833 4.243739 4.1312765 5.394514 4.449442
ENSDARG00000030616 0.292789 0.36557 0.619071 0.396525 0.600392 0.926182 0.387033 0.284761
ENSDARG00000030621 0.469722 0.359851 0.721509 0.216929 0.598694 0.606835 0.407898 0.359677
ENSDARG00000030626 0 0 0 0 0 0 0 0
ENSDARG00000030630 1.13577 0.743281 1.28077 0.831975 1.95977 2.48366 1.25345 1.62815
ENSDARG00000030632 1.79088 1.85819 4.02894 2.22856 1.64249 2.75727 2.40549 1.75428
ENSDARG00000030633 0.875205 0.848593 0.909441 0.791083 1.655775 1.74448 1.653529 1.594922
ENSDARG00000030634 0.178647 0.135268 0.154234 0.153505 0.215353 0.323486 0.332244 0.393394
ENSDARG00000030636 2.45419 4.82745 6.870781 5.856747 6.6121 5.624837 7.173748 6.038296
ENSDARG00000030641 0.495805 0.634581 1.666855 0.849951 2.653166 2.22184 1.3265 1.4727076
ENSDARG00000030644 0.674386 0.759283 2.92715 1.13016 4.26057 4.14326 2.37513 1.6950215
ENSDARG00000030650 0.417604 0.512144 0.710711 0.87554 2.93172 2.338674 1.221937 1.437074
ENSDARG00000030656 10.9060694 10.2686 10.0505 8.31872 13.9162 13.4369262 12.8337 11.5094
ENSDARG00000030665 10.0646 7.43215 12.1282 8.8183 18.9177 17.6016 14.5569 14.3103
ENSDARG00000030687 1.68374 1.13468 1.47361 0.863822 1.41652 1.38543 1.7988954 1.1725
ENSDARG00000030694 23.8573 35.605 36.7022 41.3914 50.5451 52.0514 49.4576 42.073
ENSDARG00000030700 36.4471 35.3197 41.9705 39.486 62.7164 61.246 47.7303 56.1532
ENSDARG00000030703 15.923705 18.052535 17.009708 14.922742 24.646027 23.847952 23.336034 22.510108
ENSDARG00000030716 34.9029 36.634 44.6674 42.0086 62.8399 59.5302 53.4062 48.3047
ENSDARG00000030722 3.1438 2.925929 3.89481 2.754578 5.17336 5.41384 5.12036 3.28919
ENSDARG00000030723 9.5687 9.82351 13.2833 10.06391 13.1887 12.9642 13.46209741 13.0671
ENSDARG00000030733 2.8839 3.28044 2.98885 2.42509 3.264 3.42298 3.64017 3.17996
ENSDARG00000030743 1.87986 2.13 3.771502 2.94859 3.315087 2.99527 2.9457321 3.376264
ENSDARG00000030750 0.4458692 0.481609 0.231547 0.117185 0.251257 0.170244 0.214972 0.543477
ENSDARG00000030753 3.55026 4.27035 6.5072 5.76646 5.6622233 5.74208 6.401436 8.6358361
ENSDARG00000030756 40.5109 35.3497 37.6702 35.96 59.8393 52.4925 49.1835 55.9498
ENSDARG00000030758 0.848555 0.690185 0.605034 0.574979 0.881975 0.90681 0.95579 0.656932
ENSDARG00000030759 10.319585 10.2517 13.635052 10.4284 18.4421 18.1372 13.810502 10.5498
ENSDARG00000030761 0.157805 0 0.327784 0.205279 0.444986 0.344149 0.338152 0.579338
ENSDARG00000030765 22.475461 27.3452 31.091641 30.178779 35.9099 38.1699 32.257059 32.639362
ENSDARG00000030775 3.98624 4.55385 5.29993 4.63604 7.11704 6.88635 7.23628 6.6431071004
ENSDARG00000030778 0 0.0188365 0.145749 0.0702785 0.0677786 0.04374 0.0429572 0.105323
ENSDARG00000030781 13.82316 16.61261 12.9245 16.69813 18.330306 16.0234 17.3715643 20.84815
ENSDARG00000030782 0.0602692 0.0458422 0.0544934 0 0.0628916 0.1298513 0.063269 0.0882975
ENSDARG00000030786 2.276403 1.451815 2.92721 1.538042 5.38357 5.49985 3.166757 3.13077
ENSDARG00000030789 21.5172 20.9444 34.7063 30.0936 52.2276 49.175 33.6348 34.7107
ENSDARG00000030803 0.115969 0.151933 0.706834 0.105709 1.27855 1.49645 0.729165 1.94039
ENSDARG00000030804 3.623729 2.481314 3.774884 3.52883 6.19515 5.477656 4.201165 4.691145
ENSDARG00000030805 0.777212 0.942774 1.11169 1.12188 2.67649 2.39998 1.68628 1.75199
ENSDARG00000030824 5.082102 4.4521468725 6.591393195 3.8205376 7.337009994 7.535302361474 7.975778 5.644101431
ENSDARG00000030830 8.80075 10.26243084 12.87193 11.6470580031688 19.51175 17.376404 14.9995500026227 14.6010472181
ENSDARG00000030832 2.9297439 1.7146115 2.965836 2.207717 0.9907273 2.2876599 1.666948 2.9539308
ENSDARG00000030839 6.47509 7.09545 7.46508 6.64845 6.92065 9.02021 6.91043 5.85843
ENSDARG00000030844 3.44469 3.08494 5.85816 4.63536 4.4827 5.0199 4.46868 4.32075
ENSDARG00000030867 0.278785 0.219284 0.440795 0.334691 0.47831 0.439843 0.295563 0.289857
ENSDARG00000030871 16.549777 16.711241 21.83011 18.036404 26.15826 24.51048 23.700452 21.706644
ENSDARG00000030872 0.776854 0.714673 0.957896 0.872936 1.10486 1.00487 0.995244 0.743247
ENSDARG00000030881 1.9892 2.35917 3.94109 3.58667 2.91727 4.08463 3.31167 2.48176
ENSDARG00000030887 6.000212 5.564552 10.3116 6.4091227 16.866807 14.4293049 11.352441 12.295167
ENSDARG00000030896 0.7775550263 1.3808068312 1.7895245058 1.97211759462 2.1490074707 2.1302338141 2.2890687756 1.9792671378
ENSDARG00000030905 17.6915 20.3399 44.5626 20.9032 25.0783 29.9263 15.6649 13.6253
ENSDARG00000030913 6.0237386 5.277931 6.2231831 4.4085912 12.01625 12.819944 8.51812 7.971137
ENSDARG00000030914 3.01297 2.90898 4.36541 3.97302 5.90879 5.06788 5.04838 3.95135
ENSDARG00000030915 0.0797738 0.139751 0 0.0931072 0.023951 0.023184 0.0455387 0.0893191
ENSDARG00000030932 3.066771 3.4520933 4.7839937 4.55667 4.651741 4.941578 5.1555 4.126019
ENSDARG00000030933 1.814948 1.674371 2.60685366038 1.958754 3.0943370128338 2.544524 2.474989 3.226652
ENSDARG00000030938 0.274119 0.348452 0.413818 0.195345 0.490414 0.308726 0.441276 0.649588
ENSDARG00000030945 5.731639 5.174271 4.7299 3.112877 4.8734 4.72897 6.49717 7.16417
ENSDARG00000030949 21.733993 25.971 49.1268 45.7042 54.4376 58.8364 39.5726 39.8184
ENSDARG00000030954 0.591598 0.447915 0.554595 0.355147 0.32007 0.392002 0.463864 0.4183323
ENSDARG00000030957 29.424675 30.7797 35.854097 30.6262 33.7183 32.4914 37.0346477 41.0598
ENSDARG00000030961 1.13582 1.30287 1.64991 0.700059 1.48178 1.35288 1.51581 1.38312
ENSDARG00000030964 3.43195 3.60051 4.89136 4.39772 7.14662 6.38298 5.66484 7.69707
ENSDARG00000030967 1.62938 1.56507 2.46442 1.64428 2.1472 2.21724 2.29352 1.74369
ENSDARG00000030972 6.79454 5.50376 9.04068 6.16279 18.77672 17.37989 11.97842 13.02004
ENSDARG00000030975 0.586227 0.490906 1.33954 0.865648 2.54017 3.08898 1.39914 0.708052
ENSDARG00000030980 0 0 0.0661209 0.11072 0.0432923 0 0 0
ENSDARG00000030981 1.35296 2.055035 4.30834 1.972276 10.01408 11.02658 5.832807 4.4816
ENSDARG00000030999 2.463524 2.098611 1.880963 1.407626 2.180503 2.282052 2.501641 1.990888
ENSDARG00000031015 0.6445887 0.5484950182642 1.568915 0.722026 3.459627 3.424529 1.527508 1.04133
ENSDARG00000031020 25.71365 23.771598 29.29859 23.00577 37.6102 36.2044 36.80574 38.8313
ENSDARG00000031044 17.89051 15.7097685 20.13732 14.9357817 20.350019 19.973962 19.6657805 19.45947
ENSDARG00000031046 2.147583 1.462684 1.225283 1.017948 1.353183 1.268077 2.104754 1.586544
ENSDARG00000031048 8.042134 7.668539 9.374772 8.95778 11.394998 11.747386 10.059034 8.034206
ENSDARG00000031049 0.6796286 0.519769 0.514632 0.6344602 0.3704396 0.386695 0.4826264 0.5899081
ENSDARG00000031075 0.686912 0.728347 4.49797 1.739979 13.03662 10.803594 5.152221 2.307918
ENSDARG00000031095 0.390424 0.225442 0.471947 0.158413 0.9071 0.843723 0.61115 0.483635
ENSDARG00000031098 13.7924 15.8045 14.6041 15.2591 18.8844 18.7582 16.9549 18.9949
ENSDARG00000031100 35.23606 23.105537 30.21702 15.371422 20.525084 22.09287 32.4408753 23.27999
ENSDARG00000031108 3.03639 3.2206 4.2948 3.31553 4.01254 3.93056 4.1475 4.75701
ENSDARG00000031116 0.975688 0.663075 1.24842 0.542678 1.97415 1.74481 1.44502 2.64387
ENSDARG00000031119 1.23565 1.38136 1.817 1.46409 1.84622 1.77456 2.3635 6.27044
ENSDARG00000031126 0.90767 0.637039 2.91202 1.09337 4.44155 4.80248 2.68466 2.17786
ENSDARG00000031136 1.01849 1.15132 1.9412676 1.3600788 2.1127759 2.0052496 1.9574853 1.5115619
ENSDARG00000031138 4.37321 3.51872 16.1132 4.84841 23.5826 26.7613 15.8297 7.81599
ENSDARG00000031150 1.21284 0.557915 1.5687 0.823923 1.81393 1.40456 0.663213 0.702378
ENSDARG00000031161 0.408842 0.136939 0.151321 0.127731 0.36943 0.278153 0.35122 0.172234
ENSDARG00000031164 61.7297 71.4806 109.217 103.4 98.8544 106.026 82.7571 66.4673
ENSDARG00000031198 16.5656 18.7804 21.250661 20.1633 28.4749 24.300422 24.029166 27.0354262
ENSDARG00000031200 6.2244036 6.162952 8.225422 5.987248 14.99958 14.13999 10.346472 11.742831
ENSDARG00000031202 2.220285 1.89366 2.767877 2.49561 2.866187 3.085042 2.83476 2.852855
ENSDARG00000031203 32.791883 17.110621 18.865718 15.0097 23.34591 23.973124 25.847525 21.752405
ENSDARG00000031214 16.7365 18.6842 26.6712 18.5971 31.465855 32.2651 27.1622 29.8553
ENSDARG00000031216 68.8855 76.767 79.8057 81.503 93.5625 99.6886 85.3326 83.6851
ENSDARG00000031222 2.11623 1.7146992 4.84726 1.909859 8.25619 6.8453152 6.8809871 3.90875
ENSDARG00000031228 9.9703 9.97385 10.8636 8.9645617 18.01769 18.20726 16.7848 15.3486
ENSDARG00000031240 1.9089181 1.85274 1.89765 1.2859 2.16918 2.4094934 2.81657 2.72799
ENSDARG00000031243 1.48779 1.96141 2.09832 2.34647 2.71188 3.0707 1.30451 2.00346
ENSDARG00000031246 0.970259 0.960858 1.106583 1.48691 1.78414 1.82991 2.05965 1.92099
ENSDARG00000031248 3.97209 5.49562 8.08894 7.14574 9.14129 8.41492 7.25482 8.13041
ENSDARG00000031261 28.39838 26.0602 38.06386 31.98342 51.57893 51.8612 47.7977 50.57481
ENSDARG00000031269 0.154529 0.0572082 0.446478 0.0940535 0.573471 0.596301 0.3120407 0.2466645
ENSDARG00000031278 0.105185 0.0591293 0.221941 0.132373 0.0141644 0.123422 0 0
ENSDARG00000031283 5.98523 7.167965 6.420449 6.982285 6.978012 7.097418 7.516757 7.353159
ENSDARG00000031293 33.2270699 41.007464 49.929086 49.524541 58.018082 61.80553 51.6400945 50.9614861
ENSDARG00000031299 5.22026 6.1642 7.19391 6.57089 7.789 9.37083 8.35595 7.52233
ENSDARG00000031302 19.48754 19.9703 24.11656 20.369691 31.21246 29.69506 26.37199 28.67403
ENSDARG00000031307 11.654771 11.505378 11.171907 10.158695 15.626961 15.189185 13.008138 11.825179
ENSDARG00000031316 5.78493 4.39004 4.75175 6.75135 5.52583 5.34911 5.79111 3.71202
ENSDARG00000031317 203.06313 200.18247 287.88148 270.62964 240.04524 230.76424 292.34784 251.110591
ENSDARG00000031325 7.20956 7.76092 9.14444 8.47914 8.57097 9.56191 10.1084 9.10742
ENSDARG00000031336 1.21364 0.704504 1.28655 0.863449 1.652 1.56354 1.48581 1.94375
ENSDARG00000031337 17.0465 16.2458 16.7192 12.8869 14.7598 15.7085 17.0448 15.2097
ENSDARG00000031343 7.614312 7.86818 9.75351 8.86898 9.48985 10.5266 9.59741 8.86228
ENSDARG00000031345 0.552618 0.41445 1.53107 0.453243 2.32912 2.88488 1.02579 1.43736
ENSDARG00000031346 14.7874 14.0762 22.5892 21.1372 29.60927 31.11507 24.9614 29.008797
ENSDARG00000031348 0.305016 0.324137 0.278629 0.335932 0.885399 0.919801 0.739092 0.483242
ENSDARG00000031359 0 0 0.10598 0 0.0575039 0 0.0546635 0.0536023
ENSDARG00000031366 5.39194 5.49362 6.62796 6.25818 11.4138 10.8713 9.19065 8.98849
ENSDARG00000031372 10.9123 10.8767 11.0144 9.69732 15.8266 14.6047 14.7438 15.1908
ENSDARG00000031382 4.54261 6.0377 6.04735 5.67466 7.66519 7.59107 8.09922 12.8307
ENSDARG00000031383 0.223035 0.132896 0.33039 0.0852227 0.209118 0.337396 0.255615 0.129994
ENSDARG00000031387 1.89288 1.4722 3.28691 2.00924 2.06181 2.15784 2.43704 1.93994
ENSDARG00000031388 37.76346 44.79761 57.4681 53.75693 66.3778 66.6309 59.1085 55.85919
ENSDARG00000031420 0.322232 0.293597 0.409685 0.100895 0.796427 0.89652 0.510662 0.310882
ENSDARG00000031422 0.376592 0.174759 0.966936 0.39585 2.24854 2.00217 1.05447 1.59287
ENSDARG00000031426 2.68592 2.88783 3.25126 2.44675 4.35048 4.18118 4.35306 3.70109
ENSDARG00000031427 77.384543 84.042197 102.90904 98.280057 111.94294 115.537499 108.31506 116.537652
ENSDARG00000031434 19.2499 18.9723 22.1615 18.3162 29.386 28.6431 25.8095 31.78
ENSDARG00000031435 651.25204 914.85751 974.10961 945.00391 1114.21394 1091.25406 1103.21825 1081.40438
ENSDARG00000031438 0.0575285 0.177896 0.651647 0.307689 1.48031 1.08418 0.640187 0.397764
ENSDARG00000031463 0.173557 0.295625 0.443664 0.483644 0.536862 0.479316 0.570857 0.333049
ENSDARG00000031483 131.705846 144.825 116.376523 112.83 212.687333 234.746296 150.0604598 136.488
ENSDARG00000031489 0.288737 0.0820936 0.3493645 0.448949 0.323575 0 0.3245466 0.5327352579
ENSDARG00000031494 22.4407517215475 22.34535634365 24.0449300300912 17.507040697106 32.8767300351026 31.4210400046112 35.080833540014 31.9428908074043
ENSDARG00000031495 329.517483 395.934196 493.308413 487.715282 752.145904 700.282236 607.40639 583.109118
ENSDARG00000031496 5.73122 5.00325 5.61657 3.927194 5.44593 5.37239 5.64891 6.10681
ENSDARG00000031506 2.16376 2.51869 3.12958 2.53345 3.10676 3.39426 3.75758 2.97265
ENSDARG00000031511 57.36527 89.25428 138.78752 153.03168 216.35067 226.90578 153.7147 125.2742
ENSDARG00000031533 1.59165 1.78648 2.78305 2.1791 3.47719 3.84458 3.20149 3.87392
ENSDARG00000031534 0.483455 0.353534 0.562958 0.326205 0.522327 0.394315 0.327687 0.498512
ENSDARG00000031540 0.0131621 0 0.0293569 0.0123991 0.286665 0.1718336 0.1265687 0.163374
ENSDARG00000031548 9.43717 8.84432 9.86791 8.13021 13.7627 13.4755 12.7643 10.9061
ENSDARG00000031560 7.30588 4.95911 12.1458 7.27558 27.9701 25.4325 14.7635 13.3656
ENSDARG00000031562 6.97029 8.45919 8.34111 9.15917 11.50555 12.54359 8.82518 7.38638
ENSDARG00000031587 2.8899 3.76511 4.38068 3.98239 5.58768 5.50945 5.69139 5.00788
ENSDARG00000031588 0.0130011 0.0161809 0.353015 0.298662 0.0709275 0.0466672 0.0703601 0.0381188
ENSDARG00000031598 2.21614 2.7031 1.68618 3.40373 2.59396 2.91447 2.5761 2.28889
ENSDARG00000031600 0.398585 0.377496 1.64654 0.66508 1.20791 1.60766 1.17223 0.375368
ENSDARG00000031616 0.517985 0.530106 1.209142 1.034656 1.32804 1.08033 1.65697 1.11648
ENSDARG00000031618 0.422535 0.477295 1.01588 0.511153 2.22578 2.52399 1.10841 0.513892
ENSDARG00000031632 21.502343 13.38364 14.421249 10.51957 12.363367 14.223612 15.86009 17.698905
ENSDARG00000031637 13.3805323 12.7543946 12.7421014 9.83152 16.7243 15.8880557 16.694125 16.9079233
ENSDARG00000031647 0.888274 0.801708 0.862068 0.566025 1.14125 1.1998 1.20713 1.15023
ENSDARG00000031649 1.07798 1.13069 0.896235 1.65693 2.77265 2.30603 2.81989 2.99033
ENSDARG00000031657 3.74168 5.37776 6.99696 9.44792 8.00748 8.69481 7.03936 6.37581
ENSDARG00000031658 3.386694 2.93858 4.39153 2.7428786 4.0982652 3.739494 4.5051 3.75699
ENSDARG00000031664 22.8806 27.9332 26.6254 34.1329 47.3447 41.5721 46.9785 40.3537
ENSDARG00000031678 24.6484 22.5122 31.4177 24.0266 45.9087 49.3146 34.3379 23.4868
ENSDARG00000031680 13.8628 15.6103 18.0707 18.2251 24.3504 23.2206 18.9843 17.0075
ENSDARG00000031681 5.50898 6.37981 16.3448 9.14678 24.8491 22.9084 18.3583 11.3221
ENSDARG00000031683 2.442064 2.30102 5.2562 2.30646 8.54459 8.07222 5.50042 6.02819
ENSDARG00000031693 0.231531 0.179218 0.394653 0.1936246 0.308153 0.236541 0.4182975 0.242983
ENSDARG00000031698 1.044005 0.906433 1.03709 0.824789 0.818549 0.789329 1.087767 1.23185
ENSDARG00000031702 0.2400538 0.3363464 0.108115 0.1442823 0.4668469 0.2929571 0.4757563 0.2675132
ENSDARG00000031709 8.090452 6.135086 6.307386 3.616272 7.530795 7.255191 7.201152 8.2829421
ENSDARG00000031712 0 0 0.0221542 0 0 0.0465428 0.0114266 0
ENSDARG00000031720 22.9744623 22.648468 21.5714751 17.1051369 26.9531369 25.238761 29.5361802 26.1912755
ENSDARG00000031731 0 0 0 0 0 0 0 0
ENSDARG00000031737 0.1578376 0.242048 0.294594 0.112879 0.145313 0.450065 0.331524 0.216724
ENSDARG00000031745 0.652078 0.133676 0.352695 0.117822 0.124967 0.190542 0.417832 0.205256
ENSDARG00000031749 0 0 0 0 0 0.0667038 0.0655158 0
ENSDARG00000031751 1.31063 1.16115 1.48596 0.723637 2.12616 1.98249 1.79359 1.34672
ENSDARG00000031756 1.986296 1.082614 1.7953999 0.5078296 3.596644 4.1226094 2.2416284 0.91818423
ENSDARG00000031757 0.0396894 0.100633 0.0888482 0.0469358 0.0722949 0.139993 0.0114565 0.0674303
ENSDARG00000031761 7.565751 9.222362 8.326294 7.167597 13.271684 12.805224142748 11.96285 13.77677
ENSDARG00000031763 15.5796 12.8732 17.3085 12.439 19.8708 17.9129 19.1556 16.2829
ENSDARG00000031768 0.6293575 0.509599 0.594978 0.41292 0.661464 0.59019 0.5783549 0.695809
ENSDARG00000031770 18.4285 21.6772 31.388371 23.2084 42.714058 38.679963 31.967648 40.708975
ENSDARG00000031774 21.205438 21.710721 30.1627862 26.0588597 30.356924 27.7196201 28.9121462 25.016497
